event_date,device_category,channel_grouping,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue
2025-12-31,mobile,Organic Search,282,176,27,12,5,307.05
2025-12-31,desktop,Direct,162,106,17,8,4,250.57
2025-12-31,mobile,Direct,129,78,13,6,3,199.14
2025-12-31,desktop,Paid Social,151,92,18,10,6,385.42
2025-12-31,mobile,Paid Social,134,84,12,5,2,125.01
2025-12-31,desktop,Email,93,55,11,5,3,181.01
2025-12-31,mobile,Email,67,40,7,3,1,62.02
2026-01-01,desktop,Paid Search,212,131,23,11,6,375.37
2026-01-01,mobile,Paid Search,211,142,23,12,5,347.58
2026-01-01,desktop,Organic Search,267,171,32,19,11,770.93
2026-01-01,mobile,Organic Search,253,171,25,13,6,429.77
2026-01-01,desktop,Direct,126,83,14,7,4,258.49
2026-01-01,mobile,Direct,114,71,12,5,2,115.67
2026-01-01,desktop,Paid Social,130,81,15,8,4,238.02
2026-01-01,mobile,Paid Social,116,73,10,5,2,119.64
2026-01-01,desktop,Email,71,43,8,4,2,139.71
2026-01-01,mobile,Email,55,33,5,2,1,62.77
2026-01-02,desktop,Paid Search,238,150,30,16,9,560.87
2026-01-02,mobile,Paid Search,184,121,20,9,4,252.18
2026-01-02,desktop,Organic Search,296,194,34,19,10,607.85
2026-01-02,mobile,Organic Search,260,168,25,13,7,481.86
2026-01-02,desktop,Direct,156,95,19,10,5,357.4
2026-01-02,mobile,Direct,131,89,12,5,2,124.43
2026-01-02,desktop,Paid Social,133,86,15,7,3,189.72
2026-01-02,mobile,Paid Social,126,84,14,6,3,190.56
2026-01-02,desktop,Email,72,47,8,4,2,141.38
2026-01-02,mobile,Email,60,40,5,2,1,59.77
2026-01-03,desktop,Paid Search,197,133,22,12,7,424.73
2026-01-03,mobile,Paid Search,136,91,13,6,3,201.95
2026-01-03,desktop,Organic Search,231,148,30,16,10,663.36
2026-01-03,mobile,Organic Search,193,126,18,8,4,244.46
2026-01-03,desktop,Direct,115,73,13,7,4,249.49
2026-01-03,mobile,Direct,81,55,7,3,1,57.57
2026-01-03,desktop,Paid Social,104,67,12,6,3,197.57
2026-01-03,mobile,Paid Social,81,54,8,3,1,57.3
2026-01-03,desktop,Email,64,42,8,4,2,119.3
2026-01-03,mobile,Email,52,35,4,2,1,64.43
2026-01-04,desktop,Paid Search,184,121,24,13,7,493.3
2026-01-04,mobile,Paid Search,173,111,16,7,3,177.42
2026-01-04,desktop,Organic Search,225,140,27,13,7,480.98
2026-01-04,mobile,Organic Search,198,133,19,9,4,263.47
2026-01-04,desktop,Direct,116,74,15,8,5,363.86
2026-01-04,mobile,Direct,102,65,10,4,2,119.64
2026-01-04,desktop,Paid Social,125,74,15,8,4,248.3
2026-01-04,mobile,Paid Social,101,60,9,4,1,67.09
2026-01-04,desktop,Email,66,42,8,4,2,122.34
2026-01-04,mobile,Email,56,38,5,2,1,64.98
2026-01-05,desktop,Paid Search,274,191,30,17,9,651.15
2026-01-05,mobile,Paid Search,249,160,27,12,5,307.24
2026-01-05,desktop,Organic Search,371,233,42,22,12,862.16
2026-01-05,mobile,Organic Search,268,177,25,13,6,430.63
2026-01-05,desktop,Direct,184,123,23,11,6,405.5
2026-01-05,mobile,Direct,144,91,16,8,4,273.81
2026-01-05,desktop,Paid Social,168,111,19,10,6,369.7
2026-01-05,mobile,Paid Social,139,95,14,6,3,211.36
2026-01-05,desktop,Email,84,56,9,5,3,188.63
2026-01-05,mobile,Email,68,40,6,2,1,72.06
2026-01-06,desktop,Paid Search,276,177,31,18,11,728.42
2026-01-06,mobile,Paid Search,219,151,22,11,5,353.04
2026-01-06,desktop,Organic Search,276,177,34,19,12,698.52
2026-01-06,mobile,Organic Search,236,156,24,12,6,365.06
2026-01-06,desktop,Direct,160,105,17,8,4,285.56
2026-01-06,mobile,Direct,123,81,12,6,3,183.51
2026-01-06,desktop,Paid Social,137,87,17,9,5,360.65
2026-01-06,mobile,Paid Social,114,70,11,4,2,127.31
2026-01-06,desktop,Email,86,54,9,5,2,124.01
2026-01-06,mobile,Email,70,42,7,3,1,61.84
2026-01-07,desktop,Paid Search,261,165,29,17,10,612.16
2026-01-07,mobile,Paid Search,196,127,21,11,5,353.74
2026-01-07,desktop,Organic Search,288,194,34,19,12,750.92
2026-01-07,mobile,Organic Search,287,180,29,13,6,373.75
2026-01-07,desktop,Direct,170,107,21,12,7,503.72
2026-01-07,mobile,Direct,145,95,14,7,3,189.06
2026-01-07,desktop,Paid Social,163,109,21,11,6,383.9
2026-01-07,mobile,Paid Social,122,78,11,5,2,133.27
2026-01-07,desktop,Email,86,51,10,5,2,133.47
2026-01-07,mobile,Email,74,48,6,3,1,68.49
2026-01-08,desktop,Paid Search,263,182,30,16,9,558.22
2026-01-08,mobile,Paid Search,225,145,23,10,5,312.62
2026-01-08,desktop,Organic Search,278,166,31,17,9,604.86
2026-01-08,mobile,Organic Search,220,148,23,11,5,288.77
2026-01-08,desktop,Direct,156,96,18,8,4,266.81
2026-01-08,mobile,Direct,123,77,13,6,3,171.93
2026-01-08,desktop,Paid Social,160,104,20,10,6,352.75
2026-01-08,mobile,Paid Social,116,80,11,5,2,127.19
2026-01-08,desktop,Email,73,44,8,4,2,123.4
2026-01-08,mobile,Email,60,38,6,3,1,61.55
2026-01-09,desktop,Paid Search,244,155,30,15,8,465.46
2026-01-09,mobile,Paid Search,233,141,24,12,6,414.85
2026-01-09,desktop,Organic Search,322,207,37,18,10,715.14
2026-01-09,mobile,Organic Search,280,193,29,15,6,379.0
2026-01-09,desktop,Direct,170,105,21,12,7,423.51
2026-01-09,mobile,Direct,131,82,12,5,2,135.58
2026-01-09,desktop,Paid Social,139,88,16,9,5,305.06
2026-01-09,mobile,Paid Social,118,78,11,4,2,140.19
2026-01-09,desktop,Email,77,49,10,5,2,127.1
2026-01-09,mobile,Email,65,41,6,2,0,0.0
2026-01-10,desktop,Paid Search,185,121,24,12,7,446.88
2026-01-10,mobile,Paid Search,145,97,14,7,3,177.74
2026-01-10,desktop,Organic Search,220,132,25,14,8,528.61
2026-01-10,mobile,Organic Search,192,125,21,10,5,340.97
2026-01-10,desktop,Direct,100,63,11,6,3,217.18
2026-01-10,mobile,Direct,80,50,8,3,1,58.07
2026-01-10,desktop,Paid Social,97,64,10,5,2,145.38
2026-01-10,mobile,Paid Social,97,65,9,4,1,72.12
2026-01-10,desktop,Email,59,40,7,4,2,120.54
2026-01-10,mobile,Email,52,34,4,2,1,61.4
2026-01-11,desktop,Paid Search,169,104,19,9,5,330.95
2026-01-11,mobile,Paid Search,143,88,14,6,2,141.88
2026-01-11,desktop,Organic Search,219,145,28,16,9,516.68
2026-01-11,mobile,Organic Search,197,132,22,10,5,299.73
2026-01-11,desktop,Direct,102,62,11,5,2,138.19
2026-01-11,mobile,Direct,96,59,10,5,2,126.99
2026-01-11,desktop,Paid Social,102,66,12,5,3,176.1
2026-01-11,mobile,Paid Social,96,62,9,4,2,129.56
2026-01-11,desktop,Email,52,33,6,3,1,58.92
2026-01-11,mobile,Email,51,30,5,2,0,0.0
2026-01-12,desktop,Paid Search,270,180,30,16,9,606.23
2026-01-12,mobile,Paid Search,206,129,23,10,5,318.87
2026-01-12,desktop,Organic Search,312,196,34,16,9,566.94
2026-01-12,mobile,Organic Search,241,156,24,11,5,310.77
2026-01-12,desktop,Direct,179,122,22,11,6,412.5
2026-01-12,mobile,Direct,123,78,13,6,3,213.97
2026-01-12,desktop,Paid Social,163,104,18,10,6,388.34
2026-01-12,mobile,Paid Social,135,93,12,6,3,202.58
2026-01-12,desktop,Email,84,51,9,4,2,136.42
2026-01-12,mobile,Email,66,41,6,2,1,57.66
2026-01-13,desktop,Paid Search,218,141,26,13,7,491.47
2026-01-13,mobile,Paid Search,175,117,19,8,3,195.85
2026-01-13,desktop,Organic Search,291,176,32,19,12,831.69
2026-01-13,mobile,Organic Search,224,150,23,10,4,271.91
2026-01-13,desktop,Direct,128,80,15,7,4,290.93
2026-01-13,mobile,Direct,105,71,10,4,2,122.63
2026-01-13,desktop,Paid Social,146,96,17,8,4,264.07
2026-01-13,mobile,Paid Social,103,68,10,4,2,118.9
2026-01-13,desktop,Email,67,44,8,4,2,118.65
2026-01-13,mobile,Email,54,33,5,2,1,72.66
2026-01-14,desktop,Paid Search,231,144,27,15,9,534.64
2026-01-14,mobile,Paid Search,198,135,19,8,4,236.46
2026-01-14,desktop,Organic Search,272,171,33,17,10,618.04
2026-01-14,mobile,Organic Search,215,143,20,9,4,258.2
2026-01-14,desktop,Direct,127,86,15,7,4,230.37
2026-01-14,mobile,Direct,125,85,12,5,2,131.39
2026-01-14,desktop,Paid Social,151,101,18,10,5,315.5
2026-01-14,mobile,Paid Social,122,82,12,6,3,192.5
2026-01-14,desktop,Email,82,55,9,4,2,138.95
2026-01-14,mobile,Email,55,35,5,2,1,70.75
2026-01-15,desktop,Paid Search,230,150,25,12,7,445.17
2026-01-15,mobile,Paid Search,173,112,18,8,3,211.09
2026-01-15,desktop,Organic Search,245,152,30,15,8,547.27
2026-01-15,mobile,Organic Search,202,140,21,11,6,367.44
2026-01-15,desktop,Direct,139,83,15,7,4,253.52
2026-01-15,mobile,Direct,109,66,11,5,2,138.17
2026-01-15,desktop,Paid Social,133,86,14,7,4,246.9
2026-01-15,mobile,Paid Social,113,76,10,5,2,118.5
2026-01-15,desktop,Email,73,48,8,4,2,132.84
2026-01-15,mobile,Email,52,32,5,2,0,0.0
2026-01-16,desktop,Paid Search,219,143,24,12,7,447.95
2026-01-16,mobile,Paid Search,194,129,21,10,5,322.94
2026-01-16,desktop,Organic Search,275,190,33,18,11,798.5
2026-01-16,mobile,Organic Search,238,149,25,11,5,354.6
2026-01-16,desktop,Direct,149,93,18,9,5,314.07
2026-01-16,mobile,Direct,112,67,11,5,2,125.55
2026-01-16,desktop,Paid Social,126,81,15,8,5,344.65
2026-01-16,mobile,Paid Social,110,67,11,5,2,136.33
2026-01-16,desktop,Email,71,43,7,4,2,139.97
2026-01-16,mobile,Email,60,41,6,2,0,0.0
2026-01-17,desktop,Paid Search,175,113,22,12,7,500.23
2026-01-17,mobile,Paid Search,125,76,11,5,2,119.86
2026-01-17,desktop,Organic Search,215,132,24,14,9,572.37
2026-01-17,mobile,Organic Search,164,109,18,8,4,282.95
2026-01-17,desktop,Direct,108,72,13,6,3,178.53
2026-01-17,mobile,Direct,73,51,7,3,1,68.67
2026-01-17,desktop,Paid Social,86,59,10,6,3,192.46
2026-01-17,mobile,Paid Social,88,53,9,4,1,57.96
2026-01-17,desktop,Email,49,34,6,3,1,69.66
2026-01-17,mobile,Email,39,23,3,1,0,0.0
2026-01-18,desktop,Paid Search,139,89,16,9,5,296.13
2026-01-18,mobile,Paid Search,130,84,13,6,2,140.18
2026-01-18,desktop,Organic Search,169,111,21,10,5,349.63
2026-01-18,mobile,Organic Search,159,100,17,8,4,229.11
2026-01-18,desktop,Direct,90,61,9,4,2,123.27
2026-01-18,mobile,Direct,78,49,8,4,2,132.09
2026-01-18,desktop,Paid Social,97,60,11,6,3,213.84
2026-01-18,mobile,Paid Social,74,45,6,3,1,71.23
2026-01-18,desktop,Email,49,30,5,2,1,64.82
2026-01-18,mobile,Email,40,25,4,2,0,0.0
2026-01-19,desktop,Paid Search,237,157,31,17,10,581.39
2026-01-19,mobile,Paid Search,171,103,16,7,3,207.33
2026-01-19,desktop,Organic Search,249,170,28,16,9,543.34
2026-01-19,mobile,Organic Search,205,133,19,9,4,290.15
2026-01-19,desktop,Direct,141,87,17,9,5,330.02
2026-01-19,mobile,Direct,105,63,11,5,2,133.05
2026-01-19,desktop,Paid Social,148,96,19,11,6,398.47
2026-01-19,mobile,Paid Social,113,79,12,6,3,214.59
2026-01-19,desktop,Email,69,47,8,4,2,124.31
2026-01-19,mobile,Email,53,33,5,2,1,69.93
2026-01-20,desktop,Paid Search,211,143,25,13,7,506.37
2026-01-20,mobile,Paid Search,189,114,17,8,4,247.96
2026-01-20,desktop,Organic Search,296,206,38,21,12,733.94
2026-01-20,mobile,Organic Search,242,166,25,11,6,375.28
2026-01-20,desktop,Direct,130,89,16,9,4,242.11
2026-01-20,mobile,Direct,111,76,11,5,2,125.98
2026-01-20,desktop,Paid Social,128,86,15,9,5,326.99
2026-01-20,mobile,Paid Social,100,69,9,4,2,120.47
2026-01-20,desktop,Email,76,49,9,5,2,141.16
2026-01-20,mobile,Email,53,35,5,2,1,72.25
2026-01-21,desktop,Paid Search,219,138,28,14,8,469.77
2026-01-21,mobile,Paid Search,162,103,17,7,3,194.46
2026-01-21,desktop,Organic Search,263,173,30,17,9,612.71
2026-01-21,mobile,Organic Search,192,128,18,8,4,279.88
2026-01-21,desktop,Direct,121,77,15,8,4,267.08
2026-01-21,mobile,Direct,116,69,11,5,2,128.88
2026-01-21,desktop,Paid Social,129,88,15,8,4,277.74
2026-01-21,mobile,Paid Social,111,68,11,5,2,131.01
2026-01-21,desktop,Email,76,49,9,5,2,138.51
2026-01-21,mobile,Email,54,34,5,2,1,68.94
2026-01-22,desktop,Paid Search,176,122,21,11,6,350.38
2026-01-22,mobile,Paid Search,142,96,14,7,3,216.57
2026-01-22,desktop,Organic Search,215,149,25,14,8,580.49
2026-01-22,mobile,Organic Search,199,128,18,9,4,282.48
2026-01-22,desktop,Direct,127,88,14,7,4,249.7
2026-01-22,mobile,Direct,95,61,8,3,1,67.11
2026-01-22,desktop,Paid Social,126,78,15,7,4,240.27
2026-01-22,mobile,Paid Social,98,63,9,4,2,140.98
2026-01-22,desktop,Email,57,34,7,3,1,65.92
2026-01-22,mobile,Email,49,30,4,2,1,61.94
2026-01-23,desktop,Paid Search,180,113,20,10,6,411.75
2026-01-23,mobile,Paid Search,149,99,14,7,3,214.58
2026-01-23,desktop,Organic Search,232,161,25,12,7,471.86
2026-01-23,mobile,Organic Search,190,131,18,8,4,234.42
2026-01-23,desktop,Direct,124,78,13,6,3,187.11
2026-01-23,mobile,Direct,103,68,10,4,2,133.78
2026-01-23,desktop,Paid Social,125,86,14,8,4,246.45
2026-01-23,mobile,Paid Social,104,66,11,4,2,119.33
2026-01-23,desktop,Email,69,47,7,4,2,118.38
2026-01-23,mobile,Email,54,33,5,2,1,71.18
2026-01-24,desktop,Paid Search,171,104,18,8,4,262.81
2026-01-24,mobile,Paid Search,136,93,14,6,2,124.55
2026-01-24,desktop,Organic Search,182,122,22,11,6,364.81
2026-01-24,mobile,Organic Search,145,90,14,6,2,126.49
2026-01-24,desktop,Direct,104,65,11,6,3,204.43
2026-01-24,mobile,Direct,72,48,7,3,1,60.39
2026-01-24,desktop,Paid Social,105,73,11,6,3,184.21
2026-01-24,mobile,Paid Social,73,45,7,3,1,59.22
2026-01-24,desktop,Email,48,31,5,2,1,61.87
2026-01-24,mobile,Email,37,24,3,1,0,0.0
2026-01-25,desktop,Paid Search,159,108,18,9,5,357.29
2026-01-25,mobile,Paid Search,105,69,11,5,2,127.54
2026-01-25,desktop,Organic Search,181,121,22,13,7,411.98
2026-01-25,mobile,Organic Search,151,95,14,6,2,137.78
2026-01-25,desktop,Direct,86,53,9,5,3,215.26
2026-01-25,mobile,Direct,63,42,6,3,1,64.36
2026-01-25,desktop,Paid Social,86,58,9,4,2,122.76
2026-01-25,mobile,Paid Social,75,50,7,3,1,72.69
2026-01-25,desktop,Email,47,30,5,2,1,58.85
2026-01-25,mobile,Email,35,21,3,1,0,0.0
2026-01-26,desktop,Paid Search,206,131,27,14,8,578.13
2026-01-26,mobile,Paid Search,168,101,17,8,4,280.04
2026-01-26,desktop,Organic Search,237,151,26,13,7,440.2
2026-01-26,mobile,Organic Search,211,142,20,10,4,266.84
2026-01-26,desktop,Direct,121,72,15,8,4,268.89
2026-01-26,mobile,Direct,102,62,10,5,2,145.39
2026-01-26,desktop,Paid Social,128,83,14,7,3,209.26
2026-01-26,mobile,Paid Social,101,64,9,4,2,118.8
2026-01-26,desktop,Email,72,44,9,4,2,124.71
2026-01-26,mobile,Email,58,36,5,2,1,69.04
2026-01-27,desktop,Paid Search,230,154,26,14,8,556.53
2026-01-27,mobile,Paid Search,174,114,18,8,4,284.86
2026-01-27,desktop,Organic Search,259,168,28,16,10,630.25
2026-01-27,mobile,Organic Search,198,129,19,9,4,241.25
2026-01-27,desktop,Direct,115,70,12,6,3,209.27
2026-01-27,mobile,Direct,106,66,11,5,2,135.51
2026-01-27,desktop,Paid Social,115,68,12,7,4,237.52
2026-01-27,mobile,Paid Social,91,60,8,3,1,64.05
2026-01-27,desktop,Email,70,42,8,4,2,127.04
2026-01-27,mobile,Email,58,35,6,2,1,61.99
2026-01-28,desktop,Paid Search,218,147,26,13,8,549.71
2026-01-28,mobile,Paid Search,172,115,16,8,4,237.0
2026-01-28,desktop,Organic Search,267,161,32,16,8,482.7
2026-01-28,mobile,Organic Search,182,122,17,8,3,185.73
2026-01-28,desktop,Direct,131,89,15,8,5,337.8
2026-01-28,mobile,Direct,93,56,9,4,1,72.14
2026-01-28,desktop,Paid Social,128,76,15,7,4,261.07
2026-01-28,mobile,Paid Social,96,63,9,4,1,59.34
2026-01-28,desktop,Email,68,44,7,3,1,67.35
2026-01-28,mobile,Email,50,30,4,1,0,0.0
2026-01-29,desktop,Paid Search,180,114,23,12,6,409.94
2026-01-29,mobile,Paid Search,155,104,15,7,3,187.94
2026-01-29,desktop,Organic Search,237,164,26,13,8,541.63
2026-01-29,mobile,Organic Search,170,112,16,7,3,171.69
2026-01-29,desktop,Direct,114,72,14,7,3,212.39
2026-01-29,mobile,Direct,94,65,10,4,2,126.06
2026-01-29,desktop,Paid Social,119,75,15,7,4,278.52
2026-01-29,mobile,Paid Social,101,67,10,4,2,118.78
2026-01-29,desktop,Email,64,43,8,4,2,117.76
2026-01-29,mobile,Email,53,32,5,2,0,0.0
2026-01-30,desktop,Paid Search,196,136,22,13,8,574.42
2026-01-30,mobile,Paid Search,164,114,17,7,3,196.78
2026-01-30,desktop,Organic Search,231,161,29,15,9,569.66
2026-01-30,mobile,Organic Search,211,129,20,9,4,234.47
2026-01-30,desktop,Direct,125,75,14,8,4,260.06
2026-01-30,mobile,Direct,92,57,9,4,2,144.65
2026-01-30,desktop,Paid Social,111,70,12,6,3,176.45
2026-01-30,mobile,Paid Social,107,64,11,5,2,134.92
2026-01-30,desktop,Email,66,42,7,4,2,128.34
2026-01-30,mobile,Email,51,33,5,2,1,68.82
2026-01-31,desktop,Paid Search,161,108,17,9,5,312.24
2026-01-31,mobile,Paid Search,112,71,11,5,2,118.03
2026-01-31,desktop,Organic Search,164,114,20,11,6,364.36
2026-01-31,mobile,Organic Search,128,77,11,5,2,117.17
2026-01-31,desktop,Direct,97,60,10,5,3,189.5
2026-01-31,mobile,Direct,68,43,7,3,1,57.46
2026-01-31,desktop,Paid Social,81,54,8,4,2,139.96
2026-01-31,mobile,Paid Social,76,46,7,3,1,65.99
2026-01-31,desktop,Email,47,30,5,2,1,65.99
2026-01-31,mobile,Email,41,28,4,1,0,0.0
2026-02-01,desktop,Paid Search,146,95,17,8,4,251.97
2026-02-01,mobile,Paid Search,120,80,11,5,2,138.07
2026-02-01,desktop,Organic Search,176,111,19,9,5,341.89
2026-02-01,mobile,Organic Search,155,107,14,6,2,134.2
2026-02-01,desktop,Direct,93,56,11,6,3,198.57
2026-02-01,mobile,Direct,74,47,6,2,1,72.33
2026-02-01,desktop,Paid Social,95,64,11,5,3,213.52
2026-02-01,mobile,Paid Social,64,43,6,2,1,62.23
2026-02-01,desktop,Email,51,35,6,3,1,63.05
2026-02-01,mobile,Email,39,27,4,2,1,72.72
2026-02-02,desktop,Paid Search,235,152,29,15,8,544.55
2026-02-02,mobile,Paid Search,177,116,17,7,3,179.58
2026-02-02,desktop,Organic Search,255,175,33,19,12,691.64
2026-02-02,mobile,Organic Search,218,150,23,12,6,380.15
2026-02-02,desktop,Direct,140,92,17,9,5,307.65
2026-02-02,mobile,Direct,110,74,10,4,1,66.78
2026-02-02,desktop,Paid Social,126,77,16,8,5,337.66
2026-02-02,mobile,Paid Social,102,64,10,4,1,61.86
2026-02-02,desktop,Email,77,48,9,5,2,116.48
2026-02-02,mobile,Email,52,35,5,2,0,0.0
2026-02-03,desktop,Paid Search,196,133,23,11,6,431.17
2026-02-03,mobile,Paid Search,148,98,13,6,2,121.26
2026-02-03,desktop,Organic Search,220,150,25,12,7,415.18
2026-02-03,mobile,Organic Search,200,130,22,10,5,347.48
2026-02-03,desktop,Direct,116,78,15,7,4,253.42
2026-02-03,mobile,Direct,93,56,8,3,1,69.0
2026-02-03,desktop,Paid Social,107,73,13,7,4,242.29
2026-02-03,mobile,Paid Social,98,65,10,5,2,120.83
2026-02-03,desktop,Email,56,38,7,3,1,66.14
2026-02-03,mobile,Email,55,37,6,3,1,66.35
2026-02-04,desktop,Paid Search,210,131,23,13,8,533.65
2026-02-04,mobile,Paid Search,174,106,17,8,3,192.92
2026-02-04,desktop,Organic Search,231,156,28,15,9,566.72
2026-02-04,mobile,Organic Search,200,126,19,9,4,235.5
2026-02-04,desktop,Direct,123,79,14,8,4,231.42
2026-02-04,mobile,Direct,96,63,10,4,1,68.37
2026-02-04,desktop,Paid Social,124,78,14,8,4,254.64
2026-02-04,mobile,Paid Social,103,63,11,5,2,121.71
2026-02-04,desktop,Email,69,43,8,4,2,121.75
2026-02-04,mobile,Email,55,37,5,2,1,65.18
2026-02-05,desktop,Paid Search,192,128,25,15,9,586.01
2026-02-05,mobile,Paid Search,147,99,16,7,3,178.08
2026-02-05,desktop,Organic Search,217,149,27,15,8,501.93
2026-02-05,mobile,Organic Search,181,115,18,9,4,280.71
2026-02-05,desktop,Direct,113,67,13,6,3,173.77
2026-02-05,mobile,Direct,105,68,10,4,2,143.55
2026-02-05,desktop,Paid Social,106,73,11,6,3,209.94
2026-02-05,mobile,Paid Social,97,64,8,3,1,71.03
2026-02-05,desktop,Email,65,39,8,4,2,132.51
2026-02-05,mobile,Email,48,32,4,2,0,0.0
2026-02-06,desktop,Paid Search,195,121,25,13,7,498.64
2026-02-06,mobile,Paid Search,172,105,16,7,3,176.68
2026-02-06,desktop,Organic Search,239,143,26,14,7,427.84
2026-02-06,mobile,Organic Search,198,126,19,9,4,245.93
2026-02-06,desktop,Direct,132,81,16,8,4,262.48
2026-02-06,mobile,Direct,108,75,10,4,2,133.97
2026-02-06,desktop,Paid Social,111,70,13,7,3,174.94
2026-02-06,mobile,Paid Social,104,70,10,5,2,130.61
2026-02-06,desktop,Email,72,49,8,4,2,143.72
2026-02-06,mobile,Email,54,33,5,2,0,0.0
2026-02-07,desktop,Paid Search,159,106,18,10,5,294.19
2026-02-07,mobile,Paid Search,125,82,13,6,2,144.18
2026-02-07,desktop,Organic Search,197,124,22,11,6,413.57
2026-02-07,mobile,Organic Search,137,94,14,6,3,208.19
2026-02-07,desktop,Direct,87,57,9,5,3,193.49
2026-02-07,mobile,Direct,75,48,8,3,1,59.88
2026-02-07,desktop,Paid Social,101,62,12,7,4,286.03
2026-02-07,mobile,Paid Social,68,46,7,3,1,68.88
2026-02-07,desktop,Email,47,28,5,2,1,72.79
2026-02-07,mobile,Email,40,24,3,1,0,0.0
2026-02-08,desktop,Paid Search,175,109,21,12,6,433.21
2026-02-08,mobile,Paid Search,116,70,12,6,3,172.07
2026-02-08,desktop,Organic Search,210,127,22,11,6,408.21
2026-02-08,mobile,Organic Search,142,85,15,8,4,287.08
2026-02-08,desktop,Direct,103,64,11,6,3,198.64
2026-02-08,mobile,Direct,75,46,7,3,1,60.75
2026-02-08,desktop,Paid Social,87,52,9,4,2,119.26
2026-02-08,mobile,Paid Social,82,53,8,3,1,61.91
2026-02-08,desktop,Email,47,31,6,3,1,69.06
2026-02-08,mobile,Email,37,23,3,1,0,0.0
2026-02-09,desktop,Paid Search,216,136,24,14,8,563.92
2026-02-09,mobile,Paid Search,166,110,15,7,3,212.78
2026-02-09,desktop,Organic Search,229,155,27,14,9,612.7
2026-02-09,mobile,Organic Search,190,122,21,9,4,238.86
2026-02-09,desktop,Direct,135,82,17,9,5,350.56
2026-02-09,mobile,Direct,92,57,8,3,1,63.13
2026-02-09,desktop,Paid Social,122,74,14,7,4,262.27
2026-02-09,mobile,Paid Social,108,69,10,4,1,68.56
2026-02-09,desktop,Email,71,47,9,5,3,198.59
2026-02-09,mobile,Email,51,31,5,2,1,58.0
2026-02-10,desktop,Paid Search,195,116,21,12,6,414.28
2026-02-10,mobile,Paid Search,154,106,14,7,3,201.31
2026-02-10,desktop,Organic Search,213,134,24,12,7,414.25
2026-02-10,mobile,Organic Search,167,114,15,7,3,185.03
2026-02-10,desktop,Direct,108,72,12,7,3,205.31
2026-02-10,mobile,Direct,97,62,9,4,1,66.0
2026-02-10,desktop,Paid Social,125,85,14,8,4,231.92
2026-02-10,mobile,Paid Social,84,50,8,4,2,130.79
2026-02-10,desktop,Email,60,36,6,3,1,64.74
2026-02-10,mobile,Email,47,28,4,2,0,0.0
2026-02-11,desktop,Paid Search,201,133,22,11,6,359.86
2026-02-11,mobile,Paid Search,155,106,14,7,3,194.9
2026-02-11,desktop,Organic Search,265,182,30,16,10,641.11
2026-02-11,mobile,Organic Search,180,120,17,8,4,229.83
2026-02-11,desktop,Direct,134,82,16,7,3,217.81
2026-02-11,mobile,Direct,100,68,9,4,2,138.22
2026-02-11,desktop,Paid Social,115,76,14,8,4,291.01
2026-02-11,mobile,Paid Social,100,60,10,4,1,58.16
2026-02-11,desktop,Email,63,38,7,3,1,58.36
2026-02-11,mobile,Email,48,30,4,1,0,0.0
2026-02-12,desktop,Paid Search,198,126,21,12,7,442.06
2026-02-12,mobile,Paid Search,178,111,18,9,4,275.35
2026-02-12,desktop,Organic Search,229,150,30,17,10,669.47
2026-02-12,mobile,Organic Search,195,129,21,11,5,349.81
2026-02-12,desktop,Direct,116,70,14,6,3,174.59
2026-02-12,mobile,Direct,93,59,9,4,1,58.58
2026-02-12,desktop,Paid Social,113,68,12,6,3,193.2
2026-02-12,mobile,Paid Social,99,60,9,4,1,65.41
2026-02-12,desktop,Email,63,38,7,4,2,128.44
2026-02-12,mobile,Email,53,36,5,2,1,60.77
2026-02-13,desktop,Paid Search,186,114,22,12,6,380.72
2026-02-13,mobile,Paid Search,173,106,16,7,3,178.61
2026-02-13,desktop,Organic Search,235,151,29,14,9,602.41
2026-02-13,mobile,Organic Search,200,126,19,9,4,269.22
2026-02-13,desktop,Direct,106,70,11,6,3,185.63
2026-02-13,mobile,Direct,92,61,8,3,1,66.56
2026-02-13,desktop,Paid Social,115,78,14,7,4,229.68
2026-02-13,mobile,Paid Social,92,61,9,4,1,66.18
2026-02-13,desktop,Email,60,36,6,3,1,67.73
2026-02-13,mobile,Email,46,28,4,1,0,0.0
2026-02-14,desktop,Paid Search,132,81,15,7,3,204.64
2026-02-14,mobile,Paid Search,119,73,13,6,2,118.9
2026-02-14,desktop,Organic Search,153,101,19,9,4,290.81
2026-02-14,mobile,Organic Search,152,100,16,7,3,197.21
2026-02-14,desktop,Direct,76,48,9,5,3,189.89
2026-02-14,mobile,Direct,72,48,7,3,1,66.42
2026-02-14,desktop,Paid Social,76,46,9,4,2,116.42
2026-02-14,mobile,Paid Social,63,43,6,2,1,59.93
2026-02-14,desktop,Email,41,26,4,2,1,71.11
2026-02-14,mobile,Email,36,25,3,1,0,0.0
2026-02-15,desktop,Paid Search,148,92,15,7,4,278.98
2026-02-15,mobile,Paid Search,127,83,12,6,2,132.06
2026-02-15,desktop,Organic Search,168,115,19,9,4,264.06
2026-02-15,mobile,Organic Search,168,106,18,8,4,253.04
2026-02-15,desktop,Direct,84,57,10,4,2,132.12
2026-02-15,mobile,Direct,70,48,6,2,1,66.99
2026-02-15,desktop,Paid Social,82,54,9,5,2,141.84
2026-02-15,mobile,Paid Social,81,48,8,3,1,64.22
